original_path,new_path,action,classification,reason,evidence,upstream_creator,downstream_references,sha256_before,sha256_after,size_bytes,reproducible,contains_unique_evidence,tracked_status,applied
interactive/tests/__pycache__/test_harmonization_review.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/interactive/tests/__pycache__/test_harmonization_review.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,26560067ee304237abc4307ab75a1ca232338ce226d1d04dc34f99ecad7c957c,26560067ee304237abc4307ab75a1ca232338ce226d1d04dc34f99ecad7c957c,2808,true,false,ignored_or_untracked,true
interactive/tests/__pycache__/test_refusal_boundary_consistency_review.cpython-311-pytest-9.0.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/interactive/tests/__pycache__/test_refusal_boundary_consistency_review.cpython-311-pytest-9.0.2.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,b16b3e7c9548976a8cd2134c6574bfd1d89b174df7378180ff4aa2947200fdd3,b16b3e7c9548976a8cd2134c6574bfd1d89b174df7378180ff4aa2947200fdd3,6707,true,false,ignored_or_untracked,true
interactive/tests/__pycache__/test_refusal_boundary_consistency_review.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/interactive/tests/__pycache__/test_refusal_boundary_consistency_review.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,6890004dfc96af70d61ded110dec297b8f347ed34f89291f1d2ca09209a4cfd7,6890004dfc96af70d61ded110dec297b8f347ed34f89291f1d2ca09209a4cfd7,2882,true,false,ignored_or_untracked,true
interactive/tests/__pycache__/test_refusal_disagreement_review.cpython-311-pytest-9.0.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/interactive/tests/__pycache__/test_refusal_disagreement_review.cpython-311-pytest-9.0.2.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,d422423352a57c43d12ae576b9ba18498bb2acf68bb6bc45902ae4eeafdaf0a4,d422423352a57c43d12ae576b9ba18498bb2acf68bb6bc45902ae4eeafdaf0a4,8379,true,false,ignored_or_untracked,true
interactive/tests/__pycache__/test_refusal_disagreement_review.cpython-39-pytest-8.4.2.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/interactive/tests/__pycache__/test_refusal_disagreement_review.cpython-39-pytest-8.4.2.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,99cf9c4877874dd807d4198275f20bf24dc49cfb12582d437ab8fb5af3dce1df,99cf9c4877874dd807d4198275f20bf24dc49cfb12582d437ab8fb5af3dce1df,3581,true,false,ignored_or_untracked,true
pipeline/archive/exploratory_umap/__pycache__/refusal_umap.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/pipeline/archive/exploratory_umap/__pycache__/refusal_umap.cpython-39.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,fc3b40ba0f83d5c246a8dac8b3c11ad7d049663caca9cc37b6f0bb127e885e73,fc3b40ba0f83d5c246a8dac8b3c11ad7d049663caca9cc37b6f0bb127e885e73,11360,true,false,ignored_or_untracked,true
scripts/__pycache__/annotation_pipeline.cpython-313.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/annotation_pipeline.cpython-313.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,6eff4f8e126e193a1789997b1e6eeef381ad4ed420d26b7dc4fc99b804e69acd,6eff4f8e126e193a1789997b1e6eeef381ad4ed420d26b7dc4fc99b804e69acd,54100,true,false,ignored_or_untracked,true
scripts/__pycache__/annotation_pipeline.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/annotation_pipeline.cpython-39.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,6e33fa6b07d56109c481e20564c8faf86d9fb49d94e418c532e35488aeacf8a6,6e33fa6b07d56109c481e20564c8faf86d9fb49d94e418c532e35488aeacf8a6,39139,true,false,ignored_or_untracked,true
scripts/__pycache__/audit_repository.cpython-313.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/audit_repository.cpython-313.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,24bb95f7c8a71a7eb7d982299f9968af2863dbeefbd8df9c28ac86d8ffd638ea,24bb95f7c8a71a7eb7d982299f9968af2863dbeefbd8df9c28ac86d8ffd638ea,15651,true,false,ignored_or_untracked,true
scripts/__pycache__/audit_response_validity.cpython-313.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/audit_response_validity.cpython-313.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,babb69c8bcd5014f61c29cf27c1b2556095f7e7f0452228941e9e50e530cdb26,babb69c8bcd5014f61c29cf27c1b2556095f7e7f0452228941e9e50e530cdb26,37563,true,false,ignored_or_untracked,true
scripts/__pycache__/audit_response_validity.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/audit_response_validity.cpython-39.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,1b5fe68ce9204547a8b90213374c927120d9e609341c6a32ef4d714c74847f97,1b5fe68ce9204547a8b90213374c927120d9e609341c6a32ef4d714c74847f97,24272,true,false,ignored_or_untracked,true
scripts/__pycache__/augment_response_validity_dsl_reference.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/augment_response_validity_dsl_reference.cpython-39.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,bb20fd20955bacf940d2f99cd8bbf8d8541d5af589bbea5317d4fd9b64d58030,bb20fd20955bacf940d2f99cd8bbf8d8541d5af589bbea5317d4fd9b64d58030,12044,true,false,ignored_or_untracked,true
scripts/__pycache__/config.cpython-313.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/config.cpython-313.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,0f5b9c6de4edd6a4777ae41de70c4ecfcc2e823fb313b9ff21c804f615e2acda,0f5b9c6de4edd6a4777ae41de70c4ecfcc2e823fb313b9ff21c804f615e2acda,2513,true,false,ignored_or_untracked,true
scripts/__pycache__/config.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/config.cpython-39.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,4ab5c8e4da408198e6572ef2448130d13aaf8ce46d10a1fe5dbe185f5e6b07f4,4ab5c8e4da408198e6572ef2448130d13aaf8ce46d10a1fe5dbe185f5e6b07f4,2370,true,false,ignored_or_untracked,true
scripts/__pycache__/embed_prompts.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/embed_prompts.cpython-39.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,204ac1d9dc10604357532ff9b2fab8e74171159833ecc20fef3dbdc170397cac,204ac1d9dc10604357532ff9b2fab8e74171159833ecc20fef3dbdc170397cac,9532,true,false,ignored_or_untracked,true
scripts/__pycache__/env_utils.cpython-312.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/env_utils.cpython-312.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,089d17f88beb683c8cf635cef8e1dfa65ba658839fb12d134b9a04e34ba82bc9,089d17f88beb683c8cf635cef8e1dfa65ba658839fb12d134b9a04e34ba82bc9,6483,true,false,ignored_or_untracked,true
scripts/__pycache__/env_utils.cpython-313.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/env_utils.cpython-313.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,d51324a3dc1c0a58f779f4cd3551a0333643732fd043b68f96070e35fdc8d3f6,d51324a3dc1c0a58f779f4cd3551a0333643732fd043b68f96070e35fdc8d3f6,6481,true,false,ignored_or_untracked,true
scripts/__pycache__/env_utils.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/env_utils.cpython-39.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,e4e995ceecc540248289051030adf633930c05986cb87b26498bcf8d1a8d333c,e4e995ceecc540248289051030adf633930c05986cb87b26498bcf8d1a8d333c,4766,true,false,ignored_or_untracked,true
scripts/__pycache__/generate_responses.cpython-313.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/generate_responses.cpython-313.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,c4bc3c58372553f91cdae65cdab701e0eac8202df458b1382f3173e29223c41e,c4bc3c58372553f91cdae65cdab701e0eac8202df458b1382f3173e29223c41e,23416,true,false,ignored_or_untracked,true
scripts/__pycache__/generate_responses.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/generate_responses.cpython-39.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,fcee572c073e58f6e88f49c160d2773c5e998f4ddbae31981bd3933c384770a5,fcee572c073e58f6e88f49c160d2773c5e998f4ddbae31981bd3933c384770a5,15596,true,false,ignored_or_untracked,true
scripts/__pycache__/make_sample_review.cpython-313.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/make_sample_review.cpython-313.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,9db55ae18c8b7a1b7b94304fd577f8166388cc5a772b5f9b342de7014fdb3b8a,9db55ae18c8b7a1b7b94304fd577f8166388cc5a772b5f9b342de7014fdb3b8a,6666,true,false,ignored_or_untracked,true
scripts/__pycache__/make_sample_review.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/make_sample_review.cpython-39.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,3afddeca1719d3c961fdee3f44be73ffd36392794e53fb83f92927bb062be5d0,3afddeca1719d3c961fdee3f44be73ffd36392794e53fb83f92927bb062be5d0,3769,true,false,ignored_or_untracked,true
scripts/__pycache__/pilot_response_validity_v11.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/pilot_response_validity_v11.cpython-39.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,f06e57387f2ca121630d6693d912526f1c63591341bc6a14bbdc906903fee67a,f06e57387f2ca121630d6693d912526f1c63591341bc6a14bbdc906903fee67a,19388,true,false,ignored_or_untracked,true
scripts/__pycache__/rationalize_repository.cpython-313.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/rationalize_repository.cpython-313.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,a227bf8c45302243dd9aedf40d2af3112eeca8557738ce79a685244cd0355ba9,a227bf8c45302243dd9aedf40d2af3112eeca8557738ce79a685244cd0355ba9,18646,true,false,ignored_or_untracked,true
scripts/__pycache__/refusal_umap.cpython-313.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/refusal_umap.cpython-313.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,29770a7c81e24adcb5b35729338d4d7778f5360252acfa9752300a03a30f5d71,29770a7c81e24adcb5b35729338d4d7778f5360252acfa9752300a03a30f5d71,15605,true,false,ignored_or_untracked,true
scripts/__pycache__/refusal_umap.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/refusal_umap.cpython-39.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,4a8d1cef98dece0de612fe2151274da565ad667b50b37df121ac852d11ca11c1,4a8d1cef98dece0de612fe2151274da565ad667b50b37df121ac852d11ca11c1,11334,true,false,ignored_or_untracked,true
scripts/__pycache__/render_response_validity_report.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/render_response_validity_report.cpython-39.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,e42e2bb8f9e92aa1ef91761b361dc13e6960c5fcc859b6ee4bfdd333d0526e04,e42e2bb8f9e92aa1ef91761b361dc13e6960c5fcc859b6ee4bfdd333d0526e04,5974,true,false,ignored_or_untracked,true
scripts/__pycache__/render_response_validity_v11_pilot.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/render_response_validity_v11_pilot.cpython-39.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,de50a5eec0648de246ed043f8a8a865d5a166a01640eb42477b56555ad775496,de50a5eec0648de246ed043f8a8a865d5a166a01640eb42477b56555ad775496,7069,true,false,ignored_or_untracked,true
scripts/__pycache__/response_validity.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/response_validity.cpython-39.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,236ea644eff7296be70bb132416754fb89512e239928748f89b616ef923d3381,236ea644eff7296be70bb132416754fb89512e239928748f89b616ef923d3381,48162,true,false,ignored_or_untracked,true
scripts/__pycache__/response_validity_dsl.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/response_validity_dsl.cpython-39.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,ac41cc24f43b76d5ed0070043db72b57a9d3ad0e7714500e68851f4e0e184d7a,ac41cc24f43b76d5ed0070043db72b57a9d3ad0e7714500e68851f4e0e184d7a,20257,true,false,ignored_or_untracked,true
scripts/__pycache__/run_pilot.cpython-313.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/run_pilot.cpython-313.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,956e29f3d7dfb0044f52307052e68c34491ccbbd23e43005eb90a52376bb08bc,956e29f3d7dfb0044f52307052e68c34491ccbbd23e43005eb90a52376bb08bc,50325,true,false,ignored_or_untracked,true
scripts/__pycache__/run_pilot.cpython-39.pyc,/tmp/refusal_audit_v2_cleanup_2026-09-01/scripts/__pycache__/run_pilot.cpython-39.pyc,delete_recoverably,accidental_junk,Disposable Python bytecode or pytest cache.,Interpreter/test cache; no scientific content and regenerated automatically.,Python interpreter or pytest,none,571da623fa38220214f90fa6e4027e01b94c7adad8c204689b55998308a6e1eb,571da623fa38220214f90fa6e4027e01b94c7adad8c204689b55998308a6e1eb,30113,true,false,ignored_or_untracked,true
