path,file_type,tracked_status,size_bytes,scientific_role,created_by,upstream_inputs,downstream_consumers,current_status,canonical_or_supporting,reproducible,contains_unique_evidence,recommended_action,confidence,evidence,new_path,sha256_before,sha256_after
pipeline/releases/canon_007/estimates/c14_moral_prevalence_equal_model.csv,csv,ignored,45339,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,9a0ff0713eef1f8f1d006dc6f582411859e23bdf5fd7a0490aa0a788b20956cc,9a0ff0713eef1f8f1d006dc6f582411859e23bdf5fd7a0490aa0a788b20956cc
pipeline/releases/canon_007/estimates/c15_moral_by_model.csv,csv,ignored,10081,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,753e7e97cb29fa0e4a13cdabed6817dd92134b1a1e20070c40ea38268ec92332,753e7e97cb29fa0e4a13cdabed6817dd92134b1a1e20070c40ea38268ec92332
pipeline/releases/canon_007/estimates/c16_content_joint_outcomes.csv,csv,ignored,35313,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,f94523e955401e0a490d93f195de1e2cf68de4a349e4c7f135d76b6bbb788ef3,f94523e955401e0a490d93f195de1e2cf68de4a349e4c7f135d76b6bbb788ef3
pipeline/releases/canon_007/estimates/c17_measurement_sensitivity.csv,csv,ignored,47187,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,29d8b115c214e28ac991a0709ec3f20766fa2dd19ca1d9c1b631e83daab1c571,29d8b115c214e28ac991a0709ec3f20766fa2dd19ca1d9c1b631e83daab1c571
pipeline/releases/canon_007/estimates/c17b_judge_envelope.csv,csv,ignored,13704,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,d017bfa74cd1ca5415d0ce454348e37a0cfc716cba1eec7fbc85db3168f6fe94,d017bfa74cd1ca5415d0ce454348e37a0cfc716cba1eec7fbc85db3168f6fe94
pipeline/releases/canon_007/estimates/c17c_judge_support.csv,csv,ignored,905,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,727d0eaeb2650a6cb14cf5bf9e39c8133b4e2ac3ef08c2e85b1ec2ab1c694635,727d0eaeb2650a6cb14cf5bf9e39c8133b4e2ac3ef08c2e85b1ec2ab1c694635
pipeline/releases/canon_007/estimates/c18_bootstrap_diagnostics.csv,csv,ignored,69444,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,16819c247e7a58f52a25bcf1488a1e3ef0a8f4f89b789b204ef17c737db2cb3d,16819c247e7a58f52a25bcf1488a1e3ef0a8f4f89b789b204ef17c737db2cb3d
pipeline/releases/canon_007/estimates/c19_content_by_judge.csv,csv,ignored,35105,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,2bc8537d9ffa32132baf49b2d1fb27ebe082b739b880b401b5e90a85d832a18b,2bc8537d9ffa32132baf49b2d1fb27ebe082b739b880b401b5e90a85d832a18b
pipeline/releases/canon_007/estimates/c20_figure_layout_extended.rds,rds,ignored,826644,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,567c5414da17ba2e22f257ef4d2c77d8ea774260f0db2f8b44071a99ef461453,567c5414da17ba2e22f257ef4d2c77d8ea774260f0db2f8b44071a99ef461453
pipeline/releases/canon_007/estimates/c20_figure_layout_main.rds,rds,ignored,2663181,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,1e6cf86fe5799bd7151f4a67c54adf3caf613b0a4d5efe3c3b923327c8580bdf,1e6cf86fe5799bd7151f4a67c54adf3caf613b0a4d5efe3c3b923327c8580bdf
pipeline/releases/canon_007/estimates/e22b_panel_version_composition.csv,csv,ignored,249,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,b7ec3b7135e993801d0e2110babd1ddb3519fe43f0d42c83bfcb9f95b65417fd,b7ec3b7135e993801d0e2110babd1ddb3519fe43f0d42c83bfcb9f95b65417fd
pipeline/releases/canon_007/estimates/e22c_out_of_universe_keys.csv,csv,ignored,116,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,6f5c2bb1c360d04295aa326179a287515c5f76f15d3df262ff4b5b3af2115bbf,6f5c2bb1c360d04295aa326179a287515c5f76f15d3df262ff4b5b3af2115bbf
pipeline/releases/canon_007/estimates/e23_reliability_pass1.csv,csv,ignored,1470,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,3bc84e32422b6078fc66e56e5b28b3840e300eaf5a6a346a89c8d85eb234cc52,3bc84e32422b6078fc66e56e5b28b3840e300eaf5a6a346a89c8d85eb234cc52
pipeline/releases/canon_007/estimates/e23b_pairwise_agreement.csv,csv,ignored,2390,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,1ff5949cea295d58e68d35468ed0e54214fac287971c58d3a9bd732573573797,1ff5949cea295d58e68d35468ed0e54214fac287971c58d3a9bd732573573797
pipeline/releases/canon_007/estimates/e23c_reliability_bootstrap_diagnostics.csv,csv,ignored,809,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,6dfa447254658f6235b763b2a6a5a126bb4461bc0d5f6119f581165d186ea3c8,6dfa447254658f6235b763b2a6a5a126bb4461bc0d5f6119f581165d186ea3c8
pipeline/releases/canon_007/estimates/e24_reliability_justification.csv,csv,ignored,270,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,f4d6922db4888ffbdaf32124bc3cd4315f6d5972a9653549d3906917b4a55b72,f4d6922db4888ffbdaf32124bc3cd4315f6d5972a9653549d3906917b4a55b72
pipeline/releases/canon_007/estimates/e25_reliability_slant.csv,csv,ignored,3526,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,1615cad01a51a477060e7f998e03e61978cd8f6ea34cdd67d0a6572f90ca0acd,1615cad01a51a477060e7f998e03e61978cd8f6ea34cdd67d0a6572f90ca0acd
pipeline/releases/canon_007/estimates/e26_judge_marginals.csv,csv,ignored,485,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,97017f9c711f7015440876c5b350474c93ac04fc3c25c8b38a82e107262c4ca4,97017f9c711f7015440876c5b350474c93ac04fc3c25c8b38a82e107262c4ca4
pipeline/releases/canon_007/estimates/e26b_pairwise_vs_anchor.csv,csv,ignored,636,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,07d83affc8a5f980decb5824923c8a855db439ad2c69bda96f42e92d8b4ddb52,07d83affc8a5f980decb5824923c8a855db439ad2c69bda96f42e92d8b4ddb52
pipeline/releases/canon_007/estimates/e26c_leave_one_judge_out.csv,csv,ignored,495,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,43b6a440334f76bf3e4d57891db26d9e10a5349b1ced46f3eff3f6842f367981,43b6a440334f76bf3e4d57891db26d9e10a5349b1ced46f3eff3f6842f367981
pipeline/releases/canon_007/estimates/e28_consensus_labels.csv,csv,ignored,4814470,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,13d517dbec27a808f99db4e50591d6c6cfe646a91511470a1e5f27604002ad9b,13d517dbec27a808f99db4e50591d6c6cfe646a91511470a1e5f27604002ad9b
pipeline/releases/canon_007/figures/extended/ED1_judge_sensitivity.png,png,ignored,180072,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,69f026ce49f2e325b73f524c80f1c7e9b6cac4ff727d151bfc00f89f3e1eff5e,69f026ce49f2e325b73f524c80f1c7e9b6cac4ff727d151bfc00f89f3e1eff5e
pipeline/releases/canon_007/figures/extended/ED2_sensitivity_panels.png,png,ignored,648739,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,b05de903528d27afb362ed736113d1d99e60589522e7793234bbdc312322e170,b05de903528d27afb362ed736113d1d99e60589522e7793234bbdc312322e170
pipeline/releases/canon_007/figures/extended/ED3_language_detail.png,png,ignored,165148,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,f055d0afef6226f9600e4356d90e3593270656c2500b22108cfaddaf65f71568,f055d0afef6226f9600e4356d90e3593270656c2500b22108cfaddaf65f71568
pipeline/releases/canon_007/figures/main/Fig1_home_jurisdiction.png,png,ignored,325987,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,7cee23798f12608284577ee9dea0008418f865762c35490fca8e3638b3887c83,7cee23798f12608284577ee9dea0008418f865762c35490fca8e3638b3887c83
pipeline/releases/canon_007/figures/main/Fig2_language_framing.png,png,ignored,324116,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,d9a9357a1422da976ded6b9763ae8e7ca67d4e1a3869cc5ca0edb97197e314ce,d9a9357a1422da976ded6b9763ae8e7ca67d4e1a3869cc5ca0edb97197e314ce
pipeline/releases/canon_007/figures/main/Fig3_content.png,png,ignored,227904,immutable analysis release build,unknown,unknown,pipeline/releases/canon_007/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,1df11e2393a8a3782d25150bb8db4b61bda99d56ae5b38388c48918d763dbc9c,1df11e2393a8a3782d25150bb8db4b61bda99d56ae5b38388c48918d763dbc9c
pipeline/releases/canon_008/estimates/a01_engagement_composition.csv,csv,ignored,66648,immutable analysis release build,unknown,unknown,pipeline/releases/canon_008/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,cccff2f6a0855d14ee005989ef15036c9bdc9fbf3c095bd9d42ac5a7d6106f96,cccff2f6a0855d14ee005989ef15036c9bdc9fbf3c095bd9d42ac5a7d6106f96
pipeline/releases/canon_008/estimates/a02_refusal_rates_by_cell.csv,csv,ignored,20974,immutable analysis release build,unknown,unknown,pipeline/releases/canon_008/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,fcadd460347669ca61530b1a79745660bf9c7617472bdb6d8ed942add57d83fb,fcadd460347669ca61530b1a79745660bf9c7617472bdb6d8ed942add57d83fb
pipeline/releases/canon_008/estimates/a03_justification_composition.csv,csv,ignored,79320,immutable analysis release build,unknown,unknown,pipeline/releases/canon_008/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,5f881bc37bb9b8e60196ca7b9baef795c45211f0b9a5e4030431471bf0df5e9f,5f881bc37bb9b8e60196ca7b9baef795c45211f0b9a5e4030431471bf0df5e9f
pipeline/releases/canon_008/estimates/a04_deepseek_language_paired.csv,csv,ignored,4519,immutable analysis release build,unknown,unknown,pipeline/releases/canon_008/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,2e1535c6d2fd9370fa4eb1e0f1499dcca975b2a4348becd1b1d06bf7b3342e58,2e1535c6d2fd9370fa4eb1e0f1499dcca975b2a4348becd1b1d06bf7b3342e58
pipeline/releases/canon_008/estimates/c00_manifest.csv,csv,ignored,29773,immutable analysis release build,unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization.,,a68de1ef5f4738ae56289ab7c462f2e195d2f425559c9b9523cfc334c04c5a6f,a68de1ef5f4738ae56289ab7c462f2e195d2f425559c9b9523cfc334c04c5a6f
pipeline/releases/canon_008/estimates/c00_timings.csv,csv,ignored,587,immutable analysis release build,unknown,unknown,pipeline/releases/canon_008/estimates/c00_manifest.csv,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization. Direct path references found in 1 file(s).,,accde648decbfb42ebf3527262fead7533cebf38ef125396f86a3b20fc749c52,accde648decbfb42ebf3527262fead7533cebf38ef125396f86a3b20fc749c52
pipeline/releases/canon_008/estimates/c01b_acceptance_tests.csv,csv,ignored,6095,immutable analysis release build,unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,true,true,keep_ignored,high,Historical release; never delete or mutate during rationalization.,,4b19a2e5945c3817bedd1f342d56080d4d52e61b3c7fb607a3bb4c2403a18bd5,4b19a2e5945c3817bedd1f342d56080d4d52e61b3c7fb607a3bb4c2403a18bd5
